Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
"brazil began the  copa amrica centenario with a scoreless draw against ecuador with the ecuadorians having a goal wrongly disallowed in the second half this was followed by an emphatic  victory over haiti with philippe coutinho scoring a hat trick needing only a draw to progress to the knockout stage of the tournament brazil suffered a controversial  loss to peru with ral ruidaz scoring in the th minute by guiding the ball into the net with his arm this loss brazils first loss to peru since  saw brazil eliminated from the tournament in the group stage for the first time since 
",brazil began copa amrica centenario scoreless draw ecuador ecuadorians goal wrongly disallowed second half followed emphatic victory haiti philippe coutinho scoring hat trick needing draw progress knockout stage tournament brazil suffered controversial loss peru ral ruidaz scoring th minute guiding ball net arm loss brazils loss peru saw brazil eliminated tournament group stage time,8.05,"brazil,began,copa,amrica,centenario,scoreless,draw,ecuador,ecuadorians,goal,wrongly,disallowed,second,half,followed,emphatic,victory,haiti,philippe,coutinho,scoring,hat,trick,needing,draw,progress,knockout,stage,tournament,brazil,suffered,controversial,loss,peru,ral,ruidaz,scoring,th,minute,guiding,ball,net,arm,loss,brazils,loss,peru,saw,brazil,eliminated,tournament,group,stage,time",0.00,brazil
"on  june  tite replaced dunga as manager of brazil tite who had managed corinthians the  brazilian champions and  club world cup champions was confirmed as his replacement six days later tites debut was marked with a  away victory against ecuador on  september followed by a  win over colombia a  win against bolivia and a  victory away against venezuela bringing brazil to the top of the world cup qualifiers leaderboard for the first time since  brazil then defeated paraguay  to become the first team other than the hosts russia to qualify for the  world cup
",june tite replaced dunga manager brazil tite managed corinthians brazilian champions club world cup champions confirmed replacement days later tites debut marked away victory ecuador september followed win colombia win bolivia victory away venezuela bringing brazil world cup qualifiers leaderboard time brazil defeated paraguay team hosts russia qualify world cup,7.83,"june,tite,replaced,dunga,manager,brazil,tite,managed,corinthians,brazilian,champions,club,world,cup,champions,confirmed,replacement,days,later,tites,debut,marked,away,victory,ecuador,september,followed,win,colombia,win,bolivia,victory,away,venezuela,bringing,brazil,world,cup,qualifiers,leaderboard,time,brazil,defeated,paraguay,team,hosts,russia,qualify,world,cup",0.00,brazil
"brazil started their  world cup campaign with a draw against switzerland  brazils goal coming from a  yard bending strike from philippe coutinho  their first non win in an opener since  in the following match against costa rica on  june goals from coutinho and neymar in stoppage time saw brazil win  they won their final group game  over serbia with goals from paulinho and thiago silva meaning qualification for the last  as group winners on  july goals from neymar and roberto firmino saw brazil  win over mexico to advance to the quarter finals on  july brazil were eliminated from the  world cup by belgium in the quarter finals losing  with fernandinho scoring an own goal for belgium while renato augusto scored the only goal for brazil
",brazil started world cup campaign draw switzerland brazils goal coming yard bending strike philippe coutinho non win opener following match costa rica june goals coutinho neymar stoppage time saw brazil win final group game serbia goals paulinho thiago silva meaning qualification group winners july goals neymar roberto firmino saw brazil win mexico advance quarter finals july brazil eliminated world cup belgium quarter finals losing fernandinho scoring goal belgium renato augusto scored goal brazil,6.99,"brazil,started,world,cup,campaign,draw,switzerland,brazils,goal,coming,yard,bending,strike,philippe,coutinho,non,win,opener,following,match,costa,rica,june,goals,coutinho,neymar,stoppage,time,saw,brazil,win,final,group,game,serbia,goals,paulinho,thiago,silva,meaning,qualification,group,winners,july,goals,neymar,roberto,firmino,saw,brazil,win,mexico,advance,quarter,finals,july,brazil,eliminated,world,cup,belgium,quarter,finals,losing,fernandinho,scoring,goal,belgium,renato,augusto,scored,goal,brazil",0.00,brazil
"in spite of world cup failure the cbf continued to trust tite and allowed him to continue his job as coach of brazil for the  copa amrica held at home however brazilian perpetration for the tournament at home was hampered by the injury of neymar in a friendly match where brazil thrashed  afc asian cup champions qatar  despite this loss tite managed brazil to their first copa amrica title since  brazil overcame bolivia  after a goalless first half and peru in a celebratory  demolition between these matches brazil drew venezuela in a  draw with three goals ruled out by var brazil met paraguay in the quarter finals where they won a  penalty shootout after a goalless draw in the semi finals brazil beat neighboring argentina  to set up a rematch with peru in the final brazil managed to defeat the peruvians once again  to conquer their ninth copa amrica title
",spite world cup failure cbf continued trust tite allowed continue job coach brazil copa amrica held home brazilian perpetration tournament home hampered injury neymar friendly match brazil thrashed afc asian cup champions qatar despite loss tite managed brazil copa amrica title brazil overcame bolivia goalless half peru celebratory demolition matches brazil drew venezuela draw goals ruled var brazil met paraguay quarter finals penalty shootout goalless draw semi finals brazil beat neighboring argentina set rematch peru final brazil managed defeat peruvians conquer ninth copa amrica title,7.51,"spite,world,cup,failure,cbf,continued,trust,tite,allowed,continue,job,coach,brazil,copa,amrica,held,home,brazilian,perpetration,tournament,home,hampered,injury,neymar,friendly,match,brazil,thrashed,afc,asian,cup,champions,qatar,despite,loss,tite,managed,brazil,copa,amrica,title,brazil,overcame,bolivia,goalless,half,peru,celebratory,demolition,matches,brazil,drew,venezuela,draw,goals,ruled,var,brazil,met,paraguay,quarter,finals,penalty,shootout,goalless,draw,semi,finals,brazil,beat,neighboring,argentina,set,rematch,peru,final,brazil,managed,defeat,peruvians,conquer,ninth,copa,amrica,title",0.00,brazil
"on  june  brazil beat paraguay  in a world cup qualifier in asuncin  the first time they had won in the country since  in the  world cup brazil finished first in their group having beaten serbia  switzerland  and losing  to cameroon the team then faced south korea in the round of  winning with a  goal margin and progressed to the quarterfinals where they eventually lost  on penalties to croatia following their exit from the world cup tite resigned as head coach
",june brazil beat paraguay world cup qualifier asuncin time country world cup brazil finished group beaten serbia switzerland losing cameroon team faced south korea round winning goal margin progressed quarterfinals eventually lost penalties croatia following exit world cup tite resigned head coach,8.15,"june,brazil,beat,paraguay,world,cup,qualifier,asuncin,time,country,world,cup,brazil,finished,group,beaten,serbia,switzerland,losing,cameroon,team,faced,south,korea,round,winning,goal,margin,progressed,quarterfinals,eventually,lost,penalties,croatia,following,exit,world,cup,tite,resigned,head,coach",0.00,brazil
"brazils first team colors were white with blue collars but following the defeat at maracan in the  world cup the colors were criticised for lacking patriotism with permission from the brazilian sports confederation the newspaper correio da manh held a competition to design a new kit incorporating the four colors of the brazilian flag the winning design was a yellow jersey with green trim and blue shorts with the white trim drawn by aldyr garcia schlee a nineteen year old from pelotas the new colors were first used in march  in a match against chile and have been used ever since topper were the manufacturers of brazils kit up to and including the match against wales on  september  umbro took over before the next match versus yugoslavia in october  nike began making brazil kits in late  in time for the  copa amrica and the  world cup
",brazils team colors white blue collars following defeat maracan world cup colors criticised lacking patriotism permission brazilian sports confederation newspaper correio da manh held competition design new kit incorporating colors brazilian flag winning design yellow jersey green trim blue shorts white trim drawn aldyr garcia schlee nineteen year old pelotas new colors march match chile topper manufacturers brazils kit including match wales september umbro took match versus yugoslavia october nike began making brazil kits late time copa amrica world cup,7.82,"brazils,team,colors,white,blue,collars,following,defeat,maracan,world,cup,colors,criticised,lacking,patriotism,permission,brazilian,sports,confederation,newspaper,correio,da,manh,held,competition,design,new,kit,incorporating,colors,brazilian,flag,winning,design,yellow,jersey,green,trim,blue,shorts,white,trim,drawn,aldyr,garcia,schlee,nineteen,year,old,pelotas,new,colors,march,match,chile,topper,manufacturers,brazils,kit,including,match,wales,september,umbro,took,match,versus,yugoslavia,october,nike,began,making,brazil,kits,late,time,copa,amrica,world,cup",0.00,brazil
"the use of blue and white as the second kit colors owes its origins to the defunct latter day portuguese monarchy and dates from the s but it became the permanent second choice accidentally in the  world cup final brazils opponents were sweden who also wear yellow and a draw gave the home team sweden the right to play in yellow brazil who travelled with no second kit hurriedly purchased a set of blue shirts and sewed on them the badges taken from their yellow shirts
",use blue white second kit colors owes origins defunct day portuguese monarchy dates permanent second choice accidentally world cup final brazils opponents sweden wear yellow draw gave home team sweden right play yellow brazil travelled second kit hurriedly purchased set blue shirts sewed badges taken yellow shirts,8.28,"use,blue,white,second,kit,colors,owes,origins,defunct,day,portuguese,monarchy,dates,permanent,second,choice,accidentally,world,cup,final,brazils,opponents,sweden,wear,yellow,draw,gave,home,team,sweden,right,play,yellow,brazil,travelled,second,kit,hurriedly,purchased,set,blue,shirts,sewed,badges,taken,yellow,shirts",0.00,brazil
"the brazil national team is known by different names in various parts of the world nicknames for the squad in brazil include canarinho meaning little canary a reference to a species of bird commonly found in brazil that has a vivid yellow color this phrase was popularized by the late cartoonist fernando mangabeira pieruccetti during the  world cup despite the team not wearing the color yet back then amarelinha  seleo  verde amarela  pentacampeo  and esquadro de ouro  some latin american commentators often refer to the brazil team as el scratch  among others
",brazil national team known different names parts world nicknames squad brazil include canarinho meaning little canary reference species bird commonly found brazil vivid yellow color phrase popularized late cartoonist fernando mangabeira pieruccetti world cup despite team wearing color amarelinha seleo verde amarela pentacampeo esquadro de ouro latin american commentators refer brazil team el scratch,6.74,"brazil,national,team,known,different,names,parts,world,nicknames,squad,brazil,include,canarinho,meaning,little,canary,reference,species,bird,commonly,found,brazil,vivid,yellow,color,phrase,popularized,late,cartoonist,fernando,mangabeira,pieruccetti,world,cup,despite,team,wearing,color,amarelinha,seleo,verde,amarela,pentacampeo,esquadro,de,ouro,latin,american,commentators,refer,brazil,team,el,scratch",0.00,brazil
"the following players have been called up to the brazil squad in the last  months

",following players called brazil squad months,10.84,"following,players,called,brazil,squad,months",0.00,brazil
"mrio zagallo became the first person to win the fifa world cup both as a player  and as a manager  in  when he was of age  he won the fifa world cup which made him the second youngest coach to win the fifa world cup while still in brazil as an assistant coach the team won the  fifa world cup
",mrio zagallo person win fifa world cup player manager age fifa world cup second youngest coach win fifa world cup brazil assistant coach team fifa world cup,11.26,"mrio,zagallo,person,win,fifa,world,cup,player,manager,age,fifa,world,cup,second,youngest,coach,win,fifa,world,cup,brazil,assistant,coach,team,fifa,world,cup",0.00,brazil
"brazil has qualified for every fifa world cup they entered never requiring a qualifying play off with five titles they have won the tournament on more occasions than any other national team
",brazil qualified fifa world cup entered requiring qualifying play titles tournament occasions national team,9.47,"brazil,qualified,fifa,world,cup,entered,requiring,qualifying,play,titles,tournament,occasions,national,team",0.00,brazil
"below is a result summary of all matches brazil have played against fifa recognized teams updated to  december 
",result summary matches brazil played fifa recognized teams updated december,7.14,"result,summary,matches,brazil,played,fifa,recognized,teams,updated,december",0.00,brazil
